Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
7020,2016-10-20,13,2016-10-20 12:00:00,0.00010680923510454442,9.508954662789491e-05,0.00012251014078172408,0.00012251014078172408,0.00011901943872157012,0.00011589946123179979,0.00011309412793914925,0.00011055812670410563,0.00010825444743789505,0.00010615256401160666,0.00010422707389631935,0.00010245666650132137,0.00010082333113849276,9.931174209806198e-05
7021,2016-10-20,14,2016-10-20 13:00:00,0.00010063506703638578,9.179266005874708e-05,0.00012245394516316108,0.00012245394516316108,0.00011896639453341482,0.00011584923378129874,0.00011304643316330499,0.00011051272144803945,0.00010821112195969706,0.00010611113612857117,0.0001041873843593227,0.00010241857530059131,0.00010078671452443314,9.927649015723539e-05
7022,2016-10-20,15,2016-10-20 14:00:00,8.57306982142695e-05,8.728349199284188e-05,0.00012358738661909493,0.00012358738661909493,0.00012003627299349736,0.00011686229985441129,0.00011400841627792684,0.00011142852593349038,0.0001090849782200868,0.00010694671871071432,0.00010498790524954811,0.00010318685843578518,0.00010152525588072346,9.998750664137962e-05
7023,2016-10-20,16,2016-10-20 15:00:00,8.236375722053112e-05,9.077729394464227e-05,0.00012464491357967595,0.00012464491357967595,0.00012103449314076879,0.00011780751177602289,0.00011490596575943575,0.00011228298890999035,0.00010990030182753953,0.00010772633144802882,0.00010573480402822939,0.0001039036781017127,0.00010221432527929335,0.00010065089423512148
7024,2016-10-20,17,2016-10-20 16:00:00,9.298973385760119e-05,0.00010500992358192095,0.0001266510140372783,0.0001266510140372783,0.00012292809219444214,0.00011960055746198473,0.00011660859870650633,0.0001139038893876632,0.00011144695731174554,0.00010920524559187477,0.00010715166178986674,0.00010526347762290695,0.00010352148423757544,0.00010190933637762222
7025,2016-10-20,18,2016-10-20 17:00:00,0.0001306320886236522,0.00012324340807658236,0.00012336860014522662,0.00012336860014522662,0.00013204839316995873,0.0001398063623080738,0.00014678195401598455,0.00015308783903605203,0.00015881604467534756,0.00016404247557317474,0.0001688302962991648,0.00017323249662827553,0.0001772938609741924,0.0001810524974270594
7026,2016-10-20,19,2016-10-20 18:00:00,0.00015023430944286948,0.00012874039037981768,0.00012049364253994371,0.00012049364253994371,0.00012933466217005587,0.0001372367350932748,0.000144341897975104,0.00015076491440980377,0.0001565995211058424,0.00016192303262638826,0.00016679978681895065,0.00017128375774019914,0.00017542056167146538,0.00017924901455825272
7027,2016-10-20,20,2016-10-20 19:00:00,0.00015735548828862075,0.00012803221246849328,0.00011726787407151992,0.00011726787407151992,0.00012057043210689801,0.00012352224711473204,0.00012617637681354343,0.0001285756910810443,0.00013075520521328796,0.00013274380002295514,0.00013456550887770705,0.0001362404937568191,0.00013778579459717178,0.00013921591107392544
7028,2016-10-20,21,2016-10-20 20:00:00,0.00013848115826690282,0.0001237898092811184,0.00011382277242661588,0.00011382277242661588,0.00011731853054340615,0.00012044302711919994,0.0001232524237560623,0.00012579209822521562,0.0001280991142221586,0.00013020404209092962,0.00013213232115437341,0.0001339052928702169,0.0001355409940138994,0.00013705477249349385
7029,2016-10-20,22,2016-10-20 21:00:00,9.430126378504104e-05,9.816282884374079e-05,0.00011122119450138811,0.00011122119450138811,0.0001148628481878193,0.00011811774572172772,0.00012104439261132171,0.00012369006047046387,0.00012609335984909396,0.0001282861369454738,0.0001302948927933486,0.00013214185953682223,0.0001338458267166969,0.00013542278278644835
7030,2016-10-20,23,2016-10-20 22:00:00,9.710214038780118e-05,7.428429242339268e-05,0.00010322951861574518,0.00010322951861574518,0.00010731934265848784,0.00011097481331470176,0.00011426163623756178,0.00011723290065508383,0.00011993196883316265,0.00012239460621204493,0.00012465057524975136,0.0001267248441517477,0.00012863851484653727,0.00013040954345160458
7031,2016-10-20,24,2016-10-20 23:00:00,8.775375075506132e-05,6.627201886085791e-05,9.985455908003214e-05,9.985455908003214e-05,0.00010413364965951894,0.00010795828609500379,0.00011139721472828054,0.00011450598162028032,0.00011732995573102582,0.00011990655763334151,0.00012226692711524953,0.0001244371878465407,0.00012643941829869055,0.0001282924055521136
7032,2016-10-21,1,2016-10-21 00:00:00,8.127509073752921e-05,5.9695150522933964e-05,9.791684491032968e-05,9.791684491032968e-05,9.892497821530511e-05,9.98260442942796e-05,0.00010063623945706949,0.00010136865009036013,0.00010203396490446541,0.00010264100000763426,0.00010319709178521109,0.00010370839484904044,0.00010418011078156236,0.00010461666572920144
7033,2016-10-21,2,2016-10-21 01:00:00,8.17158033069874e-05,4.609277223527198e-05,9.590131611398696e-05,9.590131611398696e-05,9.702247956079232e-05,9.802457159159477e-05,9.892560441812229e-05,9.9740131649833e-05,0.00010048004039653503,0.00010115513521310515,0.00010177357502757329,0.00010234220449609286,0.00010286680839342384,0.0001033523091177818
7034,2016-10-21,3,2016-10-21 02:00:00,8.017372094627344e-05,4.3413442191845036e-05,9.603965893845166e-05,9.603965893845166e-05,9.7153064168605e-05,9.814822193206011e-05,9.904301979980556e-05,9.985191067336478e-05,0.00010058669940623119,0.00010125712270781165,0.00010187128304805991,0.0001024359777195398,0.00010295695146757936,0.00010343909262842763
7035,2016-10-21,4,2016-10-21 03:00:00,8.190787309351344e-05,4.729718802250587e-05,9.598647236631006e-05,9.598647236631006e-05,9.710286028061236e-05,9.810068395689631e-05,9.899787888488935e-05,9.98089366837705e-05,0.00010054569383087369,0.00010121791311912689,0.000101833718724066,0.00010239992614741736,0.00010292229552401894,0.00010340572828540857
7036,2016-10-21,5,2016-10-21 04:00:00,8.804716261082233e-05,6.787411649262141e-05,0.00010071661582258337,0.00010071661582258337,0.00010156773788982364,0.00010232846786479011,0.00010301247957080014,0.00010363082126152552,0.0001041925169392223,0.00010470500965159136,0.00010517449318216279,0.00010560616359571322,0.00010600441235672206,0.00010637297626356332
7037,2016-10-21,6,2016-10-21 05:00:00,0.0001025055515640347,0.00012388369825146528,0.00010791514434709257,0.00010791514434709257,0.0001052429245234648,0.00010285450364028323,0.00010070695076773212,9.8765578328536e-05,9.700205417311821e-05,9.539300978551593e-05,9.391899889383785e-05,9.256370770734165e-05,9.131334859333856e-05,9.015618933728924e-05
7038,2016-10-21,7,2016-10-21 06:00:00,0.00011518725273274308,0.0002010903425903764,0.00011588967096109258,0.00011588967096109258,0.0001127702414307398,0.00010998210605054749,0.0001074751491791868,0.00010520887809523837,0.00010315021911843593,0.0001012718928916958,9.9551198709688e-05,9.796909258503406e-05,9.65094794539288e-05,9.515866365549613e-05
7039,2016-10-21,8,2016-10-21 07:00:00,0.00016527084958705522,0.00021727635170429286,0.00011553400073553541,0.00011553400073553541,0.00011243451706560018,0.00010966420922681487,0.00010717328202092423,0.00010492150163992931,0.00010287600587909285,0.00010100968980753418,9.929999786989241e-05,9.772800784743636e-05,9.627772758937514e-05,9.493554900588937e-05
7040,2016-10-21,9,2016-10-21 08:00:00,0.00016160754244366412,0.00016542475123328254,0.0001176674699307394,0.0001176674699307394,0.00011444834313863204,0.0001115710986889443,0.00010898401923972776,0.00010664531791837059,0.00010452086400666848,0.00010258250629671458,0.00010080681856649739,9.917414818100719e-05,9.766788567668275e-05,9.627389767803586e-05
7041,2016-10-21,10,2016-10-21 09:00:00,0.0001469765186047911,0.0001380584345568447,0.00012018103384596335,0.00012018103384596335,0.00011682094727875783,0.00011381771346713356,0.00011111735045971213,0.00010867624161185163,0.00010645876168255552,0.00010443552677313101,0.0001025820848694188,0.00010087792278285228,9.930570375132024e-05,9.785067552422985e-05
7042,2016-10-21,11,2016-10-21 10:00:00,0.00013304967658239064,0.00011272612654213809,0.00012352259129318546,0.00012352259129318546,0.00011997511136654113,0.0001168043860150758,0.00011395342269258991,0.00011137617223688481,0.00010903502257315548,0.00010689895105103435,0.0001049421419578422,0.00010314293807635681,0.00010148303576637356,9.994686003843783e-05
7043,2016-10-21,12,2016-10-21 11:00:00,0.00012421170695070703,9.778073083350916e-05,0.0001247066274925164,0.0001247066274925164,0.00012109274723471083,0.00011786267349573885,0.00011495834696538257,0.00011233285655137386,0.00010994788617091486,0.00010777183250389488,0.00010577839662929903,0.0001039455159586485,0.00010225454425141501,0.00010068961499162963
7044,2016-10-21,13,2016-10-21 12:00:00,0.00012685121181340732,9.103472379780433e-05,0.00012303589491181007,0.00012303589491181007,0.00011951570874604614,0.0001163693784641372,0.00011354035001170323,0.00011098292852166434,0.00010865979130069109,0.000106540154381881,0.00010459840067464807,0.00010281303958904365,0.00010116590831023475,9.964155168032228e-05
7045,2016-10-21,14,2016-10-21 13:00:00,0.00012017948649101006,8.765321331836105e-05,0.00012302708021909813,0.00012302708021909813,0.00011950738837818295,0.00011636149992212284,0.00011353286873818436,0.00011097580637602443,0.00010865299538338154,0.0001065336561162154,0.0001045921750812397,0.00010280706470633837,0.00010116016472720566,9.963602215624492e-05
7046,2016-10-21,15,2016-10-21 14:00:00,0.00011806866235920985,8.427686698178104e-05,0.00012347540204412386,0.00012347540204412386,0.00011993056847387191,0.00011676220842664394,0.00011391337187165751,0.00011133804399856298,0.00010899864079048844,0.00010686416273940706,0.0001049088133906982,0.00010311095168303521,0.00010145228763040074,9.991725786200291e-05
7047,2016-10-21,16,2016-10-21 15:00:00,0.00011394383292953908,8.90299902450489e-05,0.0001236664719575529,0.0001236664719575529,0.00012011092217865396,0.00011693298402101204,0.00011407553529106182,0.00011149242207338747,0.00010914594673275991,0.00010700501604809376,0.00010504375558079969,0.00010324045884754353,0.00010157678057076821,0.00010003711033083581
7048,2016-10-21,17,2016-10-21 16:00:00,0.00012746122072401748,0.00010131104122573414,0.0001249900664689461,0.0001249900664689461,0.00012136028997811947,0.00011811600824077261,0.00011519890656348219,0.00011256186750800274,0.00011016640645208922,0.00010798078106334919,0.00010597857674073774,0.00010413763384993547,0.0001024392241319289,0.00010086741127932903
7049,2016-10-21,18,2016-10-21 17:00:00,0.00014086486306841053,0.0001145318437425775,0.00012439039232470126,0.00012439039232470126,0.00013301288360550575,0.0001407196366420751,0.00014764917730145842,0.00015391343250297754,0.00015960382201327415,0.00016479574936889595,0.0001695519621433565,0.00017392510028685316,0.0001779596525579794,0.0001816934754671449
7050,2016-10-21,19,2016-10-21 18:00:00,0.000109357794406217,0.00012783094034426006,0.0001252116458277727,0.0001252116458277727,0.0001337880815026742,0.000141453670197166,0.00014834619786537262,0.0001545769935875555,0.00016023698882684784,0.0001654011843643234,0.0001701319926177473,0.00017448177236976088,0.00017849477474963848,0.00018220865406352323
7051,2016-10-21,20,2016-10-21 19:00:00,0.0001083022528062148,0.00012666052456551463,0.00012129387476535137,0.00012129387476535137,0.0001243706561061683,0.00012712067268130694,0.00012959335496150673,0.00013182864206015037,0.00013385915548104967,0.00013571180162361135,0.00013740897083385962,0.00013896944673375168,0.00014040910433873958,0.00014174145206548186
7052,2016-10-21,21,2016-10-21 20:00:00,0.00010256117327142653,0.00011958494384604381,0.00011849633652785056,0.00011849633652785056,0.00012173000282329236,0.00012462024263102954,0.00012721900687948123,0.0001295682711757866,0.00013170232039290156,0.0001336494328864372,0.00013543314068524496,0.0001370731851873968,0.00013858625087473283,0.00013998653495752406
7053,2016-10-21,22,2016-10-21 21:00:00,9.810182575185708e-05,0.00010098408775470367,0.00011221333256749003,0.00011221333256749003,0.0001157993475021803,0.00011900451531123708,0.00012188644763054391,0.00012449169383790953,0.00012685827457468058,0.00012901754947920095,0.00013099561469102092,0.00013281436268198197,0.0001344922959181983,0.00013604515857467488
7054,2016-10-21,23,2016-10-21 22:00:00,9.88734452987756e-05,7.660828500736045e-05,0.00010401262771545246,0.00010401262771545246,0.00010805853527693777,0.00011167475353332164,0.00011492628259126727,0.00011786564160730044,0.00012053572722382745,0.0001229719208322289,0.00012520366530161008,0.00012725566072914758,0.00012914878245109083,0.00013090079377235138
7055,2016-10-21,24,2016-10-21 23:00:00,9.483826968538888e-05,6.710846893458708e-05,9.698616416890805e-05,9.698616416890805e-05,0.00010142611332020831,0.00010539452459366155,0.0001089627286274566,0.00011218835955705009,0.00011511849184179412,0.00011779195275993088,0.00012024105269910753,0.0001224928973639971,0.00012457039519480874,0.00012649303951148792
7056,2016-10-22,1,2016-10-22 00:00:00,9.287016367675574e-05,5.907699810039645e-05,9.364462644837524e-05,9.364462644837524e-05,9.489234425323941e-05,9.600755013379804e-05,9.701028947892105e-05,9.791675867611798e-05,9.874018662488443e-05,9.949148459576117e-05,0.00010017973247785856,0.00010081254753641577,0.00010139636751829805,0.0001019366704507402
7057,2016-10-22,2,2016-10-22 01:00:00,8.693302039744888e-05,4.661813772325876e-05,9.311055401166527e-05,9.311055401166527e-05,9.438822240983196e-05,9.553019802762362e-05,9.655700742945106e-05,9.748523578577891e-05,9.832842954658336e-05,9.909776189982367e-05,9.980253069099814e-05,0.00010045053603247081,0.00010104837020471816,0.00010160164273118761
7058,2016-10-22,3,2016-10-22 02:00:00,8.695463831999149e-05,4.3572356965036925e-05,9.310139901964877e-05,9.310139901964877e-05,9.437958082652883e-05,9.552201532726185e-05,9.654923733449975e-05,9.747783868316803e-05,9.832137126664703e-05,9.909101276264628e-05,9.979606475284078e-05,0.00010044433048393341,0.00010104240488539329,0.00010159589973475682
7059,2016-10-22,4,2016-10-22 03:00:00,8.918432954827394e-05,4.720394449231286e-05,9.290922396839022e-05,9.290922396839022e-05,9.419818288415572e-05,9.535024992772623e-05,9.638613305293807e-05,9.732256399031735e-05,9.817320889729497e-05,9.894933969721052e-05,9.966033639889076e-05,0.00010031406804283951,0.00010091718516428761,0.00010147534685699613
7060,2016-10-22,5,2016-10-22 04:00:00,0.00010183738751483807,6.779265773758951e-05,9.313238444477887e-05,9.313238444477887e-05,9.440882752447983e-05,9.554970795684315e-05,9.65755326207506e-05,9.750287078104082e-05,9.834525589627904e-05,9.911385043903573e-05,9.981794333792459e-05,0.0001004653272247914,0.00010106258805793781,0.00010161532998112692
7061,2016-10-22,6,2016-10-22 05:00:00,0.00016186977740585256,0.00012400894714715633,8.990907978568653e-05,8.990907978568653e-05,8.824663369234107e-05,8.676074509462852e-05,8.542470572703691e-05,8.421693569302504e-05,8.311980894590191e-05,8.211878742344446e-05,8.120177317680506e-05,8.035861704181412e-05,7.95807414321903e-05,7.886084748200393e-05
7062,2016-10-22,7,2016-10-22 06:00:00,0.00014195443271906348,0.00020134213544190603,9.756428857010746e-05,9.756428857010746e-05,9.54725400009491e-05,9.360294232759584e-05,9.192189026420227e-05,9.040223122044179e-05,8.902178747994016e-05,8.776226673777678e-05,8.660844692612459e-05,8.554755800707686e-05,8.456880735770126e-05,8.36630112863124e-05
7063,2016-10-22,8,2016-10-22 07:00:00,0.00013412509696641775,0.00021708930342475397,0.00010554734931298556,0.00010554734931298556,0.00010300791352167406,0.00010073817454966351,9.869733472800301e-05,9.685243012368515e-05,9.517653642679963e-05,9.364744631544084e-05,9.224667981336893e-05,9.095873377082923e-05,8.977050566997588e-05,8.867084627628507e-05
7064,2016-10-22,9,2016-10-22 08:00:00,0.00013502953952800563,0.00016376521405160843,0.0001108099537594315,0.0001108099537594315,0.00010797539404810729,0.00010544187433191834,0.00010316385558636174,0.00010110454293095681,9.923388301117968e-05,9.752708765156818e-05,9.596352920077743e-05,9.452590278981114e-05,9.31995831742233e-05,9.197212539631848e-05
7065,2016-10-22,10,2016-10-22 09:00:00,0.0001304185105763657,0.0001394943465625016,0.00011281790443586947,0.00011281790443586947,0.00010987073956099855,0.00010723657373710881,0.00010486805886533513,0.00010272693835898628,0.00010078196496986673,9.900736579231412e-05,9.738169372494906e-05,9.588695644894115e-05,9.450794772024983e-05,9.323172819522943e-05
